rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,projected_20d_pct,projected_40d_pct,projected_60d_pct
1,BULL,ASALCBR,3.33,1.0,2023-12-07,20.7871,-0.2983,0.7337,-0.0165,0.783,1.0,0.0,0.2667,0.0,0.2667,34061.94,49979.07,50766.37
2,BULL,UNITECH,3.33,0.9991,2023-12-07,62.5406,11.6157,1.0,0.367,1.7337,1.0,0.0,0.4,0.0,0.4,103.49,165.64,219.31
3,BULL,CEATLTD,3.33,0.9946,2023-12-07,29.934,3.6325,0.7105,0.0471,0.6425,1.0,0.0,0.5333,0.0,0.5333,59.92,92.0,124.49
4,BULL,V2RETAIL,3.33,0.9937,2023-12-07,39.6116,3.7217,0.6808,0.0224,0.1463,1.0,0.0,0.6667,0.0,0.6667,56.99,87.31,118.12
5,BULL,63MOONS,3.33,0.9928,2023-12-07,58.4527,11.6157,1.0,0.367,1.6476,1.0,0.0,0.4,0.0,0.4,54.59,83.44,112.81
6,BULL,NELCAST,3.33,0.9919,2023-12-07,60.7768,1.5905,0.6246,-0.0255,0.0874,1.0,0.0,0.5333,0.0,0.5333,52.56,80.26,108.46
7,BULL,WALCHANNAG,3.33,0.991,2023-12-07,46.6747,1.2231,0.8031,-0.0455,0.7927,1.0,0.0,0.4333,0.0,0.4333,50.66,77.41,104.51
8,BULL,WANBURY,3.33,0.9847,2023-12-07,62.5406,11.6157,0.9442,0.2066,0.2112,1.0,0.0,0.5333,0.0,0.5333,41.97,64.01,85.81
9,BULL,PARAGMILK,3.33,0.982,2023-12-07,22.432,2.9118,0.792,0.1052,1.0676,1.0,0.0,0.5333,0.0,0.5333,39.45,60.19,80.71
10,BULL,WHEELS,3.33,0.9775,2023-12-07,28.0501,2.0562,0.5618,0.0205,0.9777,1.0,0.0,0.0833,0.0,0.0833,36.13,55.18,74.01
11,BULL,SPMLINFRA,3.33,0.972,2023-12-07,62.5406,11.6157,0.8414,0.367,1.0501,1.0,0.0,0.6667,0.0,0.6667,33.11,50.61,67.75
12,BULL,INDIANHUME,3.33,0.9693,2023-12-07,19.105,4.2305,0.7728,0.0763,1.9441,1.0,0.0,0.9333,0.0,0.9333,31.83,48.68,65.17
