rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BULL,SBCF,99.48,0.9948,2024-01-12,25.8759,-1.2533,0.8945,-0.0413,1.4093,1.0,0.0,0.65,0.0,0.65,Small Cap
2,BULL,BANR,99.35,0.9935,2024-01-12,26.745,-1.5664,0.8261,-0.041,0.8631,1.0,0.0,0.325,0.0,0.325,Small Cap
3,BULL,YELP,99.29,0.9929,2024-01-12,17.9821,-0.7238,0.8027,-0.0357,1.1344,1.0,0.0,0.175,0.0,0.175,Small Cap
4,BULL,CVBF,99.16,0.9916,2024-01-12,20.3254,-1.7413,0.7529,-0.0501,1.1546,1.0,0.0,0.65,0.0,0.65,Small Cap
5,BULL,AROC,98.97,0.9897,2024-01-12,22.4757,-0.1805,0.9283,-0.0199,0.8302,1.0,0.0,0.325,0.0,0.325,Small Cap
6,BULL,BKU,98.9,0.989,2024-01-12,30.4702,-1.3928,0.8809,-0.0467,1.7037,1.0,0.0,0.65,0.2333,0.4167,Small Cap
7,BULL,HUBG,98.84,0.9884,2024-01-12,25.8167,2.293,0.8628,0.0528,0.7794,1.0,0.0,0.65,0.0,0.65,Small Cap
8,BULL,MRTN,98.77,0.9877,2024-01-12,19.5418,0.9717,0.9417,0.0189,0.7835,1.0,0.0,0.175,0.0,0.175,Small Cap
9,BULL,RDNT,98.64,0.9864,2024-01-12,21.3801,-0.8477,0.8862,-0.049,1.5855,1.0,0.0,0.4,0.0,0.4,Small Cap
10,BULL,GRBK,98.52,0.9852,2024-01-12,21.0366,-0.492,0.7697,-0.0032,1.3913,1.0,0.0,0.325,0.0,0.325,Small Cap
