rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BEAR,CPRX,100.0,1.0,2024-01-12,28.7921,0.6511,0.9403,0.0091,1.231,1.0,0.0,0.1083,0.0,0.1083,Small Cap
2,BEAR,DEI,99.68,0.9968,2024-01-12,32.2176,-0.2667,0.8369,-0.0198,1.7409,1.0,0.0,0.325,0.525,-0.2,Small Cap
3,BEAR,CC,99.61,0.9961,2024-01-12,34.181,1.0738,0.8946,0.0233,1.0029,1.0,0.0,0.0833,0.0,0.0833,Small Cap
4,BEAR,GDYN,99.55,0.9955,2024-01-12,17.4513,-0.7673,0.9366,-0.0328,1.8922,1.0,0.0,0.1083,0.0,0.1083,Small Cap
5,BEAR,RCUS,99.48,0.9948,2024-01-12,24.8781,0.3015,0.8978,-0.0076,1.4184,1.0,0.0,0.0583,0.0,0.0583,Small Cap
6,BEAR,CCS,99.29,0.9929,2024-01-12,40.6342,2.9448,0.9158,0.0886,1.2961,1.0,0.0,0.4333,0.0,0.4333,Small Cap
7,BEAR,DORM,99.23,0.9923,2024-01-12,29.0649,1.2733,0.6034,0.0431,0.8888,1.0,0.0,0.0833,0.1667,-0.0833,Small Cap
8,BEAR,SSTK,99.16,0.9916,2024-01-12,39.1372,1.1852,0.8112,0.0213,1.8212,1.0,0.0,0.325,0.2333,0.0917,Small Cap
9,BEAR,LMAT,98.77,0.9877,2024-01-12,20.9541,0.9523,0.6731,0.0043,1.0212,1.0,0.0,0.0833,0.0,0.0833,Small Cap
10,BEAR,WSFS,98.58,0.9858,2024-01-12,23.4717,0.6052,0.8182,0.0205,1.381,1.0,0.0,0.65,0.0,0.65,Small Cap
