rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BEAR,RIVN,99.29,0.9929,2023-12-07,17.8316,2.1369,0.6465,0.0475,2.3312,1.0,0.0,0.65,0.0,0.65,Mid Cap
2,BEAR,UMBF,99.1,0.991,2023-12-07,37.9653,4.7549,0.8424,0.0243,1.0117,1.0,0.0,0.1333,0.1,0.0333,Mid Cap
3,BEAR,RVMD,99.03,0.9903,2023-12-07,15.5524,2.6195,0.5181,0.0641,1.5567,1.0,0.0,0.0583,0.2167,-0.1583,Mid Cap
4,BEAR,PL,98.97,0.9897,2023-12-07,26.5363,3.8495,0.6656,0.0909,1.6839,1.0,0.0,0.0833,0.25,-0.1667,Mid Cap
5,BEAR,CAR,98.9,0.989,2023-12-07,18.8614,0.2045,0.9927,-0.0705,1.5226,1.0,0.0,0.25,0.0,0.25,Mid Cap
6,BEAR,VFC,98.51,0.9851,2023-12-07,16.3012,3.2196,0.7811,0.0623,0.5708,1.0,0.0,0.1083,0.4083,-0.3,Mid Cap
7,BEAR,ORA,98.25,0.9825,2023-12-07,25.9675,4.733,0.8874,0.0734,0.8448,1.0,0.0,0.25,0.0,0.25,Mid Cap
8,BEAR,FFIN,98.19,0.9819,2023-12-07,25.4987,3.8149,1.0,0.0181,1.0501,1.0,0.0,0.1083,0.4083,-0.3,Mid Cap
9,BEAR,GXO,98.0,0.98,2023-12-07,19.0035,2.0914,0.8274,-0.0262,1.2049,1.0,0.0,0.1083,0.0,0.1083,Mid Cap
10,BEAR,HOMB,97.8,0.978,2023-12-07,24.8686,5.4166,0.9478,0.0268,0.7984,1.0,0.0,0.1333,0.0,0.1333,Mid Cap
