rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BEAR,ABR,100.0,1.0,2023-12-07,16.9953,1.782,0.9078,-0.0268,1.2001,1.0,0.0,0.0,0.175,-0.175,Small Cap
2,BEAR,AGX,99.87,0.9987,2023-12-07,30.5438,-1.3848,1.0,-0.1276,0.028,1.0,0.0,0.0,0.1083,-0.1083,Small Cap
3,BEAR,KRYS,99.81,0.9981,2023-12-07,19.9387,0.26,0.7187,-0.0625,0.4878,1.0,0.0,0.0,0.25,-0.25,Small Cap
4,BEAR,NABL,99.74,0.9974,2023-12-07,25.8739,-3.5262,0.6868,-0.1845,0.8144,1.0,0.0,0.0,0.4,-0.4,Small Cap
5,BEAR,ENVA,99.68,0.9968,2023-12-07,20.4354,4.0499,0.792,0.0409,1.5807,1.0,0.0,0.0,0.35,-0.35,Small Cap
6,BEAR,BXMT,99.61,0.9961,2023-12-07,21.0164,-0.943,1.0,-0.1327,1.2117,1.0,0.0,0.0,0.1083,-0.1083,Small Cap
7,BEAR,ENR,99.48,0.9948,2023-12-07,11.4382,-2.8246,0.7521,-0.1223,0.7381,1.0,0.0,0.0,0.1333,-0.1333,Small Cap
8,BEAR,VYX,98.9,0.989,2023-12-07,14.1052,-1.8089,0.8116,-0.1403,1.0571,1.0,0.0,0.0,0.4,-0.4,Small Cap
9,BEAR,SANM,98.06,0.9806,2023-12-07,26.1345,1.8349,0.6549,-0.0359,0.6867,1.0,0.0,0.0,0.4,-0.4,Small Cap
10,BEAR,BOX,98.0,0.98,2023-12-07,26.5159,-1.7583,0.9968,-0.1318,0.8317,1.0,0.0,0.0,0.8,-0.8,Small Cap
