rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BULL,TTWO,99.87,0.9987,2023-12-07,31.9352,3.2089,0.7592,0.035,0.8126,1.0,0.0,0.5417,0.0,0.5417,Large Cap
2,BULL,WDC,99.81,0.9981,2023-12-07,19.7149,3.1695,0.6678,0.0088,1.077,1.0,0.0,0.6667,0.0,0.6667,Large Cap
3,BULL,CPT,99.74,0.9974,2023-12-07,19.131,2.8804,0.754,-0.0145,0.9716,1.0,0.0,0.0,0.5,-0.5,Large Cap
4,BULL,KMB,99.68,0.9968,2023-12-07,15.1319,1.2241,0.7114,-0.0277,0.0238,1.0,0.0,0.0,0.25,-0.25,Large Cap
5,BULL,META,99.61,0.9961,2023-12-07,17.1547,0.8736,0.7685,-0.0161,1.4603,1.0,0.0,0.0,0.0583,-0.0583,Large Cap
6,BULL,L,99.55,0.9955,2023-12-07,28.5526,4.2053,0.8919,-0.0398,0.382,1.0,0.0,0.4,0.0333,0.3667,Large Cap
7,BULL,CBOE,99.48,0.9948,2023-12-07,50.149,1.3314,0.8789,-0.0771,0.0672,1.0,0.0,0.0,0.0583,-0.0583,Large Cap
8,BULL,WMB,99.42,0.9942,2023-12-07,18.3329,0.3956,0.885,0.0379,0.4491,1.0,0.0,0.5417,0.0583,0.4833,Large Cap
9,BULL,CVX,99.35,0.9935,2023-12-07,30.0407,0.5292,0.7537,0.0413,0.0858,1.0,0.0,0.1667,0.5333,-0.3667,Large Cap
10,BULL,MO,99.29,0.9929,2023-12-07,19.6725,1.8875,0.7085,-0.0167,0.5652,1.0,0.0,0.0,0.325,-0.325,Large Cap
