rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BULL,JXN,96.77,0.9677,2024-01-12,30.6755,-0.3601,0.7293,-0.0069,0.9322,1.0,0.0,0.975,0.0583,0.9167,Small Cap
2,BULL,EAT,93.79,0.9379,2024-01-12,27.1499,-2.4026,0.8982,-0.0748,0.8964,1.0,0.0,0.975,0.0583,0.9167,Small Cap
3,BULL,GVA,93.34,0.9334,2024-01-12,31.1111,-1.6142,0.7323,-0.043,1.2026,1.0,0.0,0.975,0.0583,0.9167,Small Cap
4,BULL,UVV,92.9,0.929,2024-01-12,43.6246,-0.4647,0.8308,-0.0204,0.4817,1.0,0.0,0.975,0.0583,0.9167,Small Cap
5,BULL,KN,92.84,0.9284,2024-01-12,29.2075,-0.198,0.6418,-0.0073,1.4192,1.0,0.0,0.7583,0.2333,0.525,Small Cap
6,BULL,HAFC,92.23,0.9223,2024-01-12,26.5102,-1.3068,0.8483,-0.0358,1.6266,1.0,0.0,1.0833,0.2917,0.7917,Small Cap
7,BULL,BGC,91.84,0.9184,2024-01-12,32.1516,1.8105,0.8989,0.0564,0.7778,1.0,0.0,0.8,0.0333,0.7667,Small Cap
8,BULL,MKTX,90.91,0.9091,2024-01-12,38.0744,-0.3073,0.7572,-0.0065,1.0217,1.0,0.0,0.4167,0.0833,0.3333,Small Cap
9,BULL,IOSP,89.77,0.8977,2024-01-12,37.6412,1.4198,0.8348,0.0172,0.6374,1.0,0.0,0.325,0.0583,0.2667,Small Cap
10,BULL,KOP,89.64,0.8964,2024-01-12,31.7198,3.8345,0.9486,0.0995,1.0807,1.0,0.0,0.6667,0.0333,0.6333,Small Cap
