rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BEAR,AVNS,97.96,0.9796,2024-01-12,25.4657,-2.3066,0.9391,-0.1236,1.6478,1.0,0.0,0.0,0.8,-0.8,Small Cap
2,BEAR,BOX,97.31,0.9731,2024-01-12,14.5876,0.7918,0.8052,0.0156,0.9552,1.0,0.0,0.0,0.65,-0.65,Small Cap
3,BEAR,SNCY,96.81,0.9681,2024-01-12,26.7709,-4.0211,0.8488,-0.1871,1.0045,1.0,0.0,0.0,0.8,-0.8,Small Cap
4,BEAR,PZZA,96.14,0.9614,2024-01-12,26.2657,-0.7361,0.9726,-0.0144,0.8132,1.0,0.0,0.0,0.5833,-0.5833,Small Cap
5,BEAR,ICUI,95.6,0.956,2024-01-12,22.7695,0.8931,0.7592,0.0131,1.4357,1.0,0.0,0.0,1.034,-1.0128,Small Cap
6,BEAR,PRGS,95.53,0.9553,2024-01-12,15.8324,-0.5542,0.7834,-0.0128,0.7289,1.0,0.0,0.0,0.65,-0.65,Small Cap
7,BEAR,FDP,95.03,0.9503,2024-01-12,29.0565,0.4915,0.7853,0.0026,0.0919,1.0,0.0,0.0,0.25,-0.25,Small Cap
8,BEAR,UNF,94.93,0.9493,2024-01-12,28.0109,-2.8693,0.9742,-0.092,1.0125,1.0,0.0,0.0,0.4,-0.4,Small Cap
9,BEAR,WINA,94.82,0.9482,2024-01-12,31.7732,-4.8154,0.8817,-0.187,0.8709,1.0,0.0,0.0,0.325,-0.325,Small Cap
10,BEAR,SCHL,94.64,0.9464,2024-01-12,12.2433,-2.1153,0.7337,-0.0487,0.3871,1.0,0.0,0.0,0.325,-0.325,Small Cap
