rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence
1,BEAR,NVST,3.47,0.9606,2024-01-12,19.8494,0.474,0.8905,-0.006,0.9495,1.0,0.0,0.0833,0.25,-0.1667
2,BEAR,MASI,3.47,0.9342,2024-01-12,31.7856,1.654,0.9566,0.0348,0.4164,1.0,0.0,0.1083,0.35,-0.2417
3,BEAR,UGI,3.47,0.8767,2024-01-12,16.7238,1.8026,0.8405,0.0771,0.7855,1.0,0.0,0.0833,0.0,0.0833
4,BEAR,HE,3.47,0.8748,2024-01-12,28.0899,-0.6467,0.8465,-0.0003,-0.0274,1.0,0.0,0.0583,1.034,-1.0128
5,BEAR,FHN,3.47,0.8134,2024-01-12,44.5785,-0.3315,0.8847,-0.008,0.9984,1.0,0.0,0.75,0.3333,0.4167
6,BEAR,AAP,3.47,0.805,2024-01-12,35.8487,0.3408,0.7221,0.0223,0.9775,1.0,0.0,0.325,0.2333,0.0917
7,BEAR,FMC,3.47,0.7159,2024-01-12,20.7347,0.5364,0.5856,0.0055,0.7242,1.0,0.0,0.0583,1.034,-1.0128
8,BEAR,MNRO,3.47,0.6714,2024-01-12,28.3579,-3.5853,0.7527,-0.0989,0.8035,1.0,0.0,0.0,0.4,-0.4
9,BEAR,PTEN,3.47,0.6191,2024-01-12,23.5013,-1.911,0.5686,-0.0837,0.3096,1.0,0.0,0.0,0.0,0.0
10,BEAR,VSCO,3.47,0.6081,2024-01-12,23.7248,-2.1323,0.863,-0.1043,0.7246,1.0,0.0,0.0,0.0,0.0
11,BEAR,JBLU,3.27,0.9852,2024-01-12,21.0605,-2.2242,0.9713,-0.1434,1.6734,1.0,0.0,0.0583,0.4333,-0.375
12,BEAR,GTM,3.27,0.9651,2024-01-12,29.8639,-1.9398,0.8549,-0.101,1.2294,1.0,0.0,0.0583,0.2167,-0.1583
13,BEAR,PRAA,3.27,0.9025,2024-01-12,38.1831,0.4913,0.9387,0.0249,2.243,1.0,0.0,0.3333,0.3333,0.0
14,BEAR,EYE,3.27,0.9006,2024-01-12,27.9339,1.3342,0.8713,0.061,1.4757,1.0,0.0,0.1083,0.4083,-0.3
15,BEAR,SAFE,3.27,0.8399,2024-01-12,30.7379,0.0655,0.7943,-0.0078,1.7568,1.0,0.0,0.0833,0.0,0.0833
16,BEAR,NVTS,3.27,0.8309,2024-01-12,31.4692,-3.3169,0.8955,-0.1842,2.7076,1.0,0.0,0.1333,0.2667,-0.1333
17,BEAR,PL,3.27,0.8225,2024-01-12,13.7146,-1.998,0.8456,-0.1308,2.0512,1.0,0.0,0.0333,0.4,-0.3667
18,BEAR,TRUP,3.27,0.8115,2024-01-12,16.6527,-2.4498,0.7848,-0.1477,2.4466,1.0,0.0,0.0833,0.25,-0.1667
19,BEAR,VIR,3.27,0.7566,2024-01-12,20.9308,0.6739,0.9308,0.0072,1.9041,1.0,0.0,0.25,0.25,0.0
20,BEAR,UNFI,3.27,0.7495,2024-01-12,19.878,-0.8931,0.7549,-0.0476,1.1179,1.0,0.0,0.0333,1.034,-1.0128
21,BEAR,VICR,3.27,0.7444,2024-01-12,25.7627,-1.5832,0.5173,-0.0712,2.7076,1.0,0.0,0.0,1.034,-1.0128
22,BEAR,HTZ,3.27,0.7114,2024-01-12,23.0268,-2.305,0.7928,-0.1363,1.8715,1.0,0.0,0.0,0.0,0.0
23,BEAR,VAC,3.27,0.6888,2024-01-12,18.2568,0.4237,0.8447,0.0255,1.0092,1.0,0.0,0.0583,0.0,0.0583
24,BEAR,VFC,3.27,0.6824,2024-01-12,16.2765,-2.9076,0.7471,-0.1383,1.3407,1.0,0.0,0.0333,0.9333,-0.9
25,BEAR,WWW,3.27,0.6733,2024-01-12,14.2725,-0.6886,0.9123,-0.0265,1.5474,1.0,0.0,0.0,0.525,-0.525
26,BEAR,SABR,3.27,0.6566,2024-01-12,18.0276,-0.3361,0.771,-0.0082,2.7076,1.0,0.0,0.0,0.0,0.0
27,BEAR,NWL,3.27,0.6017,2024-01-12,25.5809,-0.1716,0.8915,0.0034,1.172,1.0,0.0,0.0583,1.034,-1.0128
28,BEAR,GME,3.27,0.5855,2024-01-12,22.4656,-2.0805,0.6586,-0.1131,1.3242,1.0,0.0,0.0333,0.2667,-0.2333
29,BEAR,OMCL,3.27,0.572,2024-01-12,20.5805,-2.2614,0.7213,-0.1222,1.0287,1.0,0.0,0.0,1.034,-1.0128
30,BEAR,MP,3.27,0.5507,2024-01-12,19.2951,1.2375,0.8641,0.0458,1.4697,1.0,0.0,0.0583,0.5417,-0.4833
