rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BULL,SAIC,100.0,1.0,2024-01-12,26.7838,-0.1895,0.6497,-0.0089,0.2953,1.0,0.0,0.4,0.0333,0.3667,Mid Cap
2,BULL,AXTA,99.81,0.9981,2024-01-12,32.9182,-0.6468,0.6168,-0.0214,0.9898,1.0,0.0,0.5417,0.2917,0.25,Mid Cap
3,BULL,G,99.68,0.9968,2024-01-12,11.0328,0.0893,0.5318,-0.0046,0.8939,1.0,0.0,0.0,0.4167,-0.4167,Mid Cap
4,BULL,KBR,99.61,0.9961,2024-01-12,19.7406,0.7709,0.5526,0.0069,-0.0274,1.0,0.0,0.4167,0.25,0.1667,Mid Cap
5,BULL,DLB,99.42,0.9942,2024-01-12,11.4936,-2.1441,0.5406,-0.0303,0.597,1.0,0.0,0.2167,0.0583,0.1583,Mid Cap
6,BULL,JHG,99.16,0.9916,2024-01-12,39.4697,0.9214,0.7873,0.0181,0.9678,1.0,0.0,0.5417,0.0583,0.4833,Mid Cap
7,BULL,IDCC,99.03,0.9903,2024-01-12,30.534,-1.1375,0.839,-0.0236,1.1055,1.0,0.0,0.325,0.0583,0.2667,Mid Cap
8,BULL,BJ,98.84,0.9884,2024-01-12,11.0328,-1.0174,0.7397,-0.033,0.3496,1.0,0.0,0.0,0.5333,-0.5333,Mid Cap
9,BULL,CVLT,98.58,0.9858,2024-01-12,28.237,1.0928,0.9533,0.0182,1.0377,1.0,0.0,0.6667,0.0333,0.6333,Mid Cap
10,BULL,CUZ,98.52,0.9852,2024-01-12,45.2265,1.0638,0.8158,0.0181,1.4194,1.0,0.0,0.2167,0.0583,0.1583,Mid Cap
