rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BEAR,VSAT,100.0,1.0,2023-12-07,22.1625,5.3029,0.8867,0.1962,1.4626,1.0,0.0,0.0833,0.9167,-0.8333,Small Cap
2,BEAR,NEOG,99.23,0.9923,2023-12-07,29.8338,5.9037,0.6232,0.0944,0.5928,1.0,0.0,0.0833,0.9167,-0.8333,Small Cap
3,BEAR,UNFI,96.24,0.9624,2023-12-07,16.6508,0.6463,0.7158,-0.0152,1.5442,1.0,0.0,0.0833,0.75,-0.6667,Small Cap
4,BEAR,FBNC,94.73,0.9473,2023-12-07,18.7574,4.283,0.8071,0.0293,0.8093,1.0,0.0,0.4,0.2333,0.1667,Small Cap
5,BEAR,PZZA,94.61,0.9461,2023-12-07,24.6722,2.4331,0.8345,-0.0205,0.8275,1.0,0.0,0.0833,0.5833,-0.5,Small Cap
6,BEAR,LEG,92.9,0.929,2023-12-07,22.1706,4.6403,0.9423,0.0226,0.6534,1.0,0.0,0.0833,0.5,-0.4167,Small Cap
7,BEAR,SSTK,92.22,0.9222,2023-12-07,30.9283,2.8239,0.8589,0.0691,1.6172,1.0,0.0,0.325,0.2333,0.0917,Small Cap
8,BEAR,CC,90.93,0.9093,2023-12-07,27.3171,5.0345,0.9324,0.0834,1.0173,1.0,0.0,0.0833,0.1667,-0.0833,Small Cap
9,BEAR,MTRN,90.54,0.9054,2023-12-07,22.8196,3.0296,0.8407,-0.0024,1.26,1.0,0.0,0.4,0.1,0.3,Small Cap
10,BEAR,ALKS,90.21,0.9021,2023-12-07,31.4369,1.6467,0.7914,-0.0195,0.3035,1.0,0.0,0.0583,0.2167,-0.1583,Small Cap
