rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BEAR,RF,99.22,0.9922,2023-12-07,24.3474,4.9774,0.798,0.0386,1.2188,1.0,0.0,0.25,0.0,0.25,Large Cap
2,BEAR,HPE,99.16,0.9916,2023-12-07,18.7283,0.9328,0.8458,-0.0569,1.0741,1.0,0.0,0.0833,0.0,0.0833,Large Cap
3,BEAR,TRMB,97.93,0.9793,2023-12-07,21.5285,4.2638,0.6681,0.026,0.7387,1.0,0.0,0.0583,0.2167,-0.1583,Large Cap
4,BEAR,CHRW,97.61,0.9761,2023-12-07,19.1303,3.0369,0.8423,-0.0168,0.5096,1.0,0.0,0.4167,0.25,0.1667,Large Cap
5,BEAR,TGT,97.54,0.9754,2023-12-07,44.5069,9.6155,0.6842,0.1737,0.5268,1.0,0.0,0.325,0.0,0.325,Large Cap
6,BEAR,CNC,97.22,0.9722,2023-12-07,19.0005,2.4801,0.9287,-0.0193,0.2306,1.0,0.0,0.4,0.1,0.3,Large Cap
7,BEAR,WY,96.12,0.9612,2023-12-07,24.165,1.5138,0.7944,-0.0482,0.8079,1.0,0.0,0.5,0.3333,0.1667,Large Cap
8,BEAR,CPB,95.86,0.9586,2023-12-07,15.0345,3.6818,0.9369,0.0316,-0.0584,1.0,0.0,0.1083,0.4083,-0.3,Large Cap
9,BEAR,EBAY,95.8,0.958,2023-12-07,17.1503,1.9085,0.8027,-0.0481,0.8587,1.0,0.0,0.0833,0.5,-0.4167,Large Cap
10,BEAR,MRK,95.54,0.9554,2023-12-07,14.5473,-0.3056,0.8367,-0.0787,-0.0174,1.0,0.0,0.0833,0.0,0.0833,Large Cap
