rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BEAR,CPB,92.71,0.9271,2023-12-07,15.0345,3.6818,0.9369,0.0316,-0.0584,1.0,0.0,0.1083,0.4083,-0.3,Large Cap
2,BEAR,EBAY,91.75,0.9175,2023-12-07,17.1503,1.9085,0.8027,-0.0481,0.8587,1.0,0.0,0.0833,0.5,-0.4167,Large Cap
3,BEAR,WY,90.0,0.9,2023-12-07,24.165,1.5138,0.7944,-0.0482,0.8079,1.0,0.0,0.5,0.3333,0.1667,Large Cap
4,BEAR,FTNT,89.86,0.8986,2023-12-07,24.74,0.7604,0.622,-0.0594,0.6877,1.0,0.0,0.0333,0.6667,-0.6333,Large Cap
5,BEAR,CAG,89.77,0.8977,2023-12-07,22.2037,4.5708,0.681,0.0267,0.1694,1.0,0.0,0.1083,0.35,-0.2417,Large Cap
6,BEAR,CHRW,89.56,0.8956,2023-12-07,19.1303,3.0369,0.8423,-0.0168,0.5096,1.0,0.0,0.4167,0.25,0.1667,Large Cap
7,BEAR,TRMB,89.21,0.8921,2023-12-07,21.5285,4.2638,0.6681,0.026,0.7387,1.0,0.0,0.0583,0.2167,-0.1583,Large Cap
8,BEAR,NKE,88.97,0.8897,2023-12-07,28.3045,2.8423,0.877,-0.0402,0.6846,1.0,0.0,0.1333,0.2333,-0.1,Large Cap
9,BEAR,CNC,88.97,0.8897,2023-12-07,19.0005,2.4801,0.9287,-0.0193,0.2306,1.0,0.0,0.4,0.1,0.3,Large Cap
10,BEAR,ZBRA,88.9,0.889,2023-12-07,31.2561,4.5817,0.7518,0.0413,1.2209,1.0,0.0,0.0833,0.5,-0.4167,Large Cap
