rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BULL,ANF,94.35,0.9435,2023-12-07,31.8012,3.9732,0.8744,0.0457,1.0863,1.0,0.0,0.9333,0.0,0.9333,Mid Cap
2,BULL,RIVN,93.4,0.934,2023-12-07,17.8316,2.1369,0.6465,0.0475,2.3312,1.0,0.0,0.65,0.0,0.65,Mid Cap
3,BULL,BHF,93.04,0.9304,2023-12-07,40.2706,4.7474,0.8029,0.0175,1.3478,1.0,0.0,0.5333,0.0,0.5333,Mid Cap
4,BULL,LPX,91.5,0.915,2023-12-07,39.6831,3.4924,0.8176,0.0035,1.3055,1.0,0.0,0.4,0.0,0.4,Mid Cap
5,BULL,SLGN,91.41,0.9141,2023-12-07,12.7778,2.0584,0.7515,-0.0419,0.7262,1.0,0.0,0.25,0.0,0.25,Mid Cap
6,BULL,FOUR,91.0,0.91,2023-12-07,40.582,5.2159,0.883,0.0918,1.8544,1.0,0.0,1.0833,0.0,1.0833,Mid Cap
7,BULL,MEDP,90.78,0.9078,2023-12-07,27.604,0.9077,0.6486,-0.0519,1.4118,1.0,0.0,0.4,0.0,0.4,Mid Cap
8,BULL,SMMT,90.77,0.9077,2023-12-07,21.6166,2.6748,1.0,0.1222,0.9606,1.0,0.0,0.5333,0.0,0.5333,Mid Cap
9,BULL,ENTG,90.67,0.9067,2023-12-07,43.3838,4.8754,0.9036,0.063,1.5885,1.0,0.0,0.8,0.0,0.8,Mid Cap
10,BULL,DCI,90.12,0.9012,2023-12-07,18.0764,2.4984,0.7737,-0.0426,0.6403,1.0,0.0,0.1083,0.0,0.1083,Mid Cap
