rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BEAR,J,99.94,0.9994,2023-12-07,19.3042,-1.3874,0.7965,-0.1121,0.6366,1.0,0.0,0.0,0.325,-0.325,Large Cap
2,BEAR,HUM,99.42,0.9942,2023-12-07,13.6126,-0.5484,0.9938,-0.0902,-0.0499,1.0,0.0,0.0,0.1333,-0.1333,Large Cap
3,BEAR,WMT,99.35,0.9935,2023-12-07,23.126,-3.5262,0.8181,-0.1153,0.2685,1.0,0.0,0.0,0.1083,-0.1083,Large Cap
4,BEAR,HSIC,99.29,0.9929,2023-12-07,22.1804,5.1214,0.8752,0.0466,0.2481,1.0,0.0,0.0,0.5,-0.5,Large Cap
5,BEAR,JBL,99.22,0.9922,2023-12-07,24.5159,-2.6869,0.8954,-0.1638,1.2914,1.0,0.0,0.0,0.25,-0.25,Large Cap
6,BEAR,CHTR,99.16,0.9916,2023-12-07,37.5648,-3.4408,0.8775,-0.1519,1.0269,1.0,0.0,0.0,0.9167,-0.8333,Large Cap
7,BEAR,ODFL,98.97,0.9897,2023-12-07,15.3629,-1.1939,0.8353,-0.1181,1.1169,1.0,0.0,0.0,0.1083,-0.1083,Large Cap
8,BEAR,IBKR,98.51,0.9851,2023-12-07,34.5098,0.3154,0.9132,-0.0912,0.226,1.0,0.0,0.0,0.1083,-0.1083,Large Cap
9,BEAR,ACGL,98.45,0.9845,2023-12-07,17.2917,-2.8322,0.8299,-0.1699,0.3601,1.0,0.0,0.0,0.1083,-0.1083,Large Cap
10,BEAR,BF-B,98.38,0.9838,2023-12-07,17.6339,-2.4827,0.9811,-0.1147,0.6724,1.0,0.0,0.0,0.1333,-0.1333,Large Cap
