rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BULL,DD,100.0,1.0,2023-12-07,13.8936,2.3002,0.7287,-0.0441,0.4464,1.0,0.0,0.0583,0.0,0.0583,Large Cap
2,BULL,MRK,99.94,0.9994,2023-12-07,14.5473,-0.3056,0.8367,-0.0787,-0.0174,1.0,0.0,0.0833,0.0,0.0833,Large Cap
3,BULL,TAP,99.87,0.9987,2023-12-07,24.4522,3.8024,0.6528,0.0145,0.394,1.0,0.0,0.1083,0.0,0.1083,Large Cap
4,BULL,YUM,99.68,0.9968,2023-12-07,14.6938,-0.4089,0.8062,-0.0979,0.5401,1.0,0.0,0.4083,0.0,0.4083,Large Cap
5,BULL,PNW,99.55,0.9955,2023-12-07,17.3169,4.2248,0.7501,0.0175,0.3443,1.0,0.0,0.1083,0.0,0.1083,Large Cap
6,BULL,MNST,99.42,0.9942,2023-12-07,22.9275,-1.4369,0.6762,-0.0689,0.6635,1.0,0.0,0.0583,0.0,0.0583,Large Cap
7,BULL,GILD,99.35,0.9935,2023-12-07,18.9485,0.1061,0.7992,-0.0718,0.4695,1.0,0.0,0.1083,0.0,0.1083,Large Cap
8,BULL,FE,99.29,0.9929,2023-12-07,12.7057,2.8925,0.7109,-0.0078,0.3708,1.0,0.0,0.1083,0.0,0.1083,Large Cap
9,BULL,LMT,99.22,0.9922,2023-12-07,12.4268,1.0433,0.6142,-0.0669,0.185,1.0,0.0,0.7583,0.0,0.7583,Large Cap
10,BULL,AVB,99.16,0.9916,2023-12-07,14.2449,1.8985,0.8018,-0.0383,0.75,1.0,0.0,0.1083,0.0,0.1083,Large Cap
