rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BULL,CAH,96.28,0.9628,2024-01-12,20.9489,-0.8547,0.9202,-0.0393,0.3202,1.0,0.0,1.0833,0.0333,1.0833,Large Cap
2,BULL,REG,95.39,0.9539,2024-01-12,21.8882,-2.3449,0.7147,-0.0498,0.8449,1.0,0.0,1.0833,0.0583,1.025,Large Cap
3,BULL,FFIV,93.67,0.9367,2024-01-12,24.4702,0.913,0.6026,0.0093,0.5549,1.0,0.0,0.5417,0.0583,0.4833,Large Cap
4,BULL,NTAP,93.5,0.935,2024-01-12,23.3533,-1.6074,0.6637,-0.03,0.7514,1.0,0.0,0.5417,0.0,0.5417,Large Cap
5,BULL,CPRT,93.16,0.9316,2024-01-12,15.0804,-2.7963,0.7365,-0.0532,1.2928,1.0,0.0,0.5833,0.0833,0.5,Large Cap
6,BULL,AXP,92.34,0.9234,2024-01-12,41.9645,2.7675,0.8265,0.0467,0.9337,1.0,0.0,0.5417,0.0583,0.4833,Large Cap
7,BULL,CEG,92.17,0.9217,2024-01-12,18.6787,-1.3745,0.7471,0.0004,0.9581,1.0,0.0,0.5833,0.0833,0.5,Large Cap
8,BULL,TRGP,91.64,0.9164,2024-01-12,12.049,-0.5559,0.796,-0.0273,0.328,1.0,0.0,0.4083,0.1083,0.3,Large Cap
9,BULL,KHC,91.25,0.9125,2024-01-12,45.0993,0.0367,0.7559,-0.0094,0.2978,1.0,0.0,0.6667,0.0,0.6667,Large Cap
10,BULL,WDC,91.25,0.9125,2024-01-12,21.2653,-0.3633,0.5755,-0.0115,1.5523,1.0,0.0,0.5417,0.0,0.5417,Large Cap
