rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BEAR,LFUS,96.78,0.9678,2024-01-12,30.1438,-1.0603,0.9744,-0.0318,1.0217,1.0,0.0,0.0,0.8,-0.8,Mid Cap
2,BEAR,BWA,95.51,0.9551,2024-01-12,20.7151,-0.7106,0.7259,-0.01,0.1834,1.0,0.0,0.0,0.8,-0.8,Mid Cap
3,BEAR,BIDU,95.26,0.9526,2024-01-12,11.0328,-0.8878,0.8729,-0.0525,1.1182,1.0,0.0,0.0,0.5333,-0.5333,Mid Cap
4,BEAR,RRX,94.7,0.947,2024-01-12,27.2412,0.7396,0.7239,0.015,0.5677,1.0,0.0,0.0,0.25,-0.25,Mid Cap
5,BEAR,BJ,94.56,0.9456,2024-01-12,11.0328,-1.0174,0.7397,-0.033,0.3496,1.0,0.0,0.0,0.5333,-0.5333,Mid Cap
6,BEAR,BDC,93.99,0.9399,2024-01-12,19.5994,-0.627,0.5173,-0.0187,0.3814,1.0,0.0,0.0,0.65,-0.65,Mid Cap
7,BEAR,OGS,93.0,0.93,2024-01-12,18.2634,-2.3008,0.8548,-0.0227,0.5852,1.0,0.0,0.1333,0.8,-0.6667,Mid Cap
8,BEAR,UTHR,92.76,0.9276,2024-01-12,22.322,-4.8154,0.9463,-0.1827,0.5321,1.0,0.0,0.1667,0.4,-0.2333,Mid Cap
9,BEAR,PEGA,92.67,0.9267,2024-01-12,27.0662,-2.796,0.8959,-0.0791,1.2515,1.0,0.0,0.0,0.2917,-0.2917,Mid Cap
10,BEAR,KTOS,91.35,0.9135,2024-01-12,30.0538,-3.6482,0.8306,-0.1158,0.9173,1.0,0.0,0.0,0.0583,-0.0583,Mid Cap
