rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence
15,BEAR,JAZZ,3.33,0.991,2023-12-07,29.6421,-2.3943,0.8346,-0.1439,0.6139,1.0,0.0,0.0,0.4,-0.4
16,BEAR,RRX,3.33,0.9903,2023-12-07,26.7365,4.8373,0.7,0.0704,0.5627,1.0,0.0,0.0,0.65,-0.65
17,BEAR,ODFL,3.33,0.9897,2023-12-07,15.3629,-1.1939,0.8353,-0.1181,1.1169,1.0,0.0,0.0,0.1083,-0.1083
18,BEAR,VYX,3.33,0.989,2023-12-07,14.1052,-1.8089,0.8116,-0.1403,1.0571,1.0,0.0,0.0,0.4,-0.4
19,BEAR,BDC,3.33,0.9884,2023-12-07,33.0914,2.971,0.542,0.0065,1.1005,1.0,0.0,0.0,0.65,-0.65
20,BEAR,TTEK,3.33,0.9871,2023-12-07,20.4421,3.6122,0.9227,0.0082,0.6613,1.0,0.0,0.0,0.0333,-0.0333
21,BEAR,NOV,3.33,0.9864,2023-12-07,23.7713,-0.3954,0.8239,0.0179,0.4691,1.0,0.0,0.0,0.1333,-0.1333
22,BEAR,GTLS,3.33,0.9858,2023-12-07,16.5026,1.0468,0.6965,-0.0296,1.663,1.0,0.0,0.0,0.1333,-0.1333
23,BEAR,IBKR,3.33,0.9851,2023-12-07,34.5098,0.3154,0.9132,-0.0912,0.226,1.0,0.0,0.0,0.1083,-0.1083
24,BEAR,ACGL,3.33,0.9845,2023-12-07,17.2917,-2.8322,0.8299,-0.1699,0.3601,1.0,0.0,0.0,0.1083,-0.1083
25,BEAR,BF-B,3.33,0.9838,2023-12-07,17.6339,-2.4827,0.9811,-0.1147,0.6724,1.0,0.0,0.0,0.1333,-0.1333
26,BEAR,RRC,3.33,0.9832,2023-12-07,27.5927,-3.2156,0.8901,-0.0871,0.4979,1.0,0.0,0.0,0.325,-0.325
27,BEAR,LITE,3.33,0.9825,2023-12-07,18.0703,0.385,0.8755,-0.065,1.791,1.0,0.0,0.0,0.0833,-0.0833
28,BEAR,TKO,3.33,0.9819,2023-12-07,31.0768,-3.5262,0.5181,-0.1845,0.7213,1.0,0.0,0.0,0.1333,-0.1333
29,BEAR,BDX,3.33,0.9813,2023-12-07,32.1064,-3.5262,0.6343,-0.1612,0.4176,1.0,0.0,0.0,0.1333,-0.1333
30,BEAR,SANM,3.33,0.9806,2023-12-07,26.1345,1.8349,0.6549,-0.0359,0.6867,1.0,0.0,0.0,0.4,-0.4
