rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BULL,UBER,98.77,0.9877,2024-01-12,33.7869,0.7479,0.9555,0.0136,1.5422,1.0,0.0,0.8,0.0,0.8,Large Cap
2,BULL,NVDA,98.62,0.9862,2024-01-12,24.2501,4.9525,0.8445,0.1258,1.7965,1.0,0.0,1.0833,0.0,1.0833,Large Cap
3,BULL,ORCL,97.44,0.9744,2024-01-12,25.5788,1.976,0.6673,0.0351,0.936,1.0,0.0,0.5833,0.0,0.5833,Large Cap
4,BULL,PANW,97.19,0.9719,2024-01-12,24.4489,1.3831,0.8731,0.0324,1.4479,1.0,0.0,0.9333,0.0,0.9333,Large Cap
5,BULL,BLDR,97.11,0.9711,2024-01-12,40.0972,2.705,0.835,0.0717,1.8918,1.0,0.0,0.8,0.0,0.8,Large Cap
6,BULL,CBRE,96.01,0.9601,2024-01-12,33.7971,-0.4546,0.8189,-0.0198,1.2488,1.0,0.0,0.65,0.0,0.65,Large Cap
7,BULL,EPAM,95.66,0.9566,2024-01-12,27.5364,3.8147,0.8797,0.0929,1.5077,1.0,0.0,0.8,0.0,0.8,Large Cap
8,BULL,ADBE,95.49,0.9549,2024-01-12,15.438,-2.3222,0.7295,-0.0486,1.3978,1.0,0.0,0.8,0.0,0.8,Large Cap
9,BULL,ABNB,95.46,0.9546,2024-01-12,18.1859,-2.0372,0.7003,-0.0419,1.5628,1.0,0.0,0.4333,0.0,0.4333,Large Cap
10,BULL,FSLR,95.15,0.9515,2024-01-12,18.5617,2.2699,0.7603,0.0873,1.5504,1.0,0.0,0.4083,0.0,0.4083,Large Cap
