rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BULL,GLPI,99.74,0.9974,2023-12-07,17.764,2.5298,0.7081,-0.0356,0.749,1.0,0.0,0.1083,0.0,0.1083,Mid Cap
2,BULL,DCI,99.61,0.9961,2023-12-07,18.0764,2.4984,0.7737,-0.0426,0.6403,1.0,0.0,0.1083,0.0,0.1083,Mid Cap
3,BULL,CGNX,98.77,0.9877,2023-12-07,23.9909,1.6761,0.8288,-0.0387,0.9991,1.0,0.0,0.0583,0.0,0.0583,Mid Cap
4,BULL,BYD,98.64,0.9864,2023-12-07,14.571,1.8457,0.6963,-0.0527,1.1345,1.0,0.0,0.0583,0.0,0.0583,Mid Cap
5,BULL,TEX,98.51,0.9851,2023-12-07,14.5337,2.4595,0.6522,-0.0088,1.4366,1.0,0.0,0.0583,0.0,0.0583,Mid Cap
6,BULL,BHF,98.45,0.9845,2023-12-07,40.2706,4.7474,0.8029,0.0175,1.3478,1.0,0.0,0.5333,0.0,0.5333,Mid Cap
7,BULL,SLGN,98.32,0.9832,2023-12-07,12.7778,2.0584,0.7515,-0.0419,0.7262,1.0,0.0,0.25,0.0,0.25,Mid Cap
8,BULL,LPX,97.93,0.9793,2023-12-07,39.6831,3.4924,0.8176,0.0035,1.3055,1.0,0.0,0.4,0.0,0.4,Mid Cap
9,BULL,SITM,97.8,0.978,2023-12-07,17.2325,-0.8159,0.815,-0.1162,2.0069,1.0,0.0,0.0333,0.0,0.0333,Mid Cap
10,BULL,SR,97.74,0.9774,2023-12-07,23.7377,5.7716,0.9192,0.0615,0.4401,1.0,0.0,0.1333,0.0,0.1333,Mid Cap
