rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BULL,RYAAY,95.01,0.9501,2023-12-07,52.5562,8.1726,0.8707,0.0956,0.7557,1.0,0.0,0.6667,0.0,0.6667,Mid Cap
2,BULL,MUSA,94.77,0.9477,2023-12-07,16.9297,-0.7925,0.8692,-0.1071,0.2881,1.0,0.0,0.4333,0.0583,0.375,Mid Cap
3,BULL,TNET,94.11,0.9411,2023-12-07,18.3963,3.8849,0.8181,0.0022,0.6243,1.0,0.0,0.5333,0.1,0.4333,Mid Cap
4,BULL,KBR,93.35,0.9335,2023-12-07,30.6539,0.8572,0.6555,-0.0616,0.035,1.0,0.0,0.2917,0.325,-0.0333,Mid Cap
5,BULL,BYDDY,93.17,0.9317,2023-12-07,24.6637,-3.5262,0.8223,-0.1,0.4693,1.0,0.0,0.1667,0.4,-0.2333,Mid Cap
6,BULL,OLED,92.48,0.9248,2023-12-07,34.9419,4.3336,0.8813,0.0399,1.3575,1.0,0.0,0.4,0.0,0.4,Mid Cap
7,BULL,BCO,92.37,0.9237,2023-12-07,47.9799,6.2221,0.8225,0.0578,1.1992,1.0,0.0,0.6667,0.0,0.6667,Mid Cap
8,BULL,WWD,92.09,0.9209,2023-12-07,16.6337,0.9507,1.0,-0.0574,0.7086,1.0,0.0,0.4,0.0333,0.3667,Mid Cap
9,BULL,SBRA,91.67,0.9167,2023-12-07,24.677,1.9415,0.8068,-0.0288,0.8868,1.0,0.0,0.2167,0.0,0.2167,Mid Cap
10,BULL,GWRE,91.62,0.9162,2023-12-07,32.4041,2.8363,0.899,-0.0117,1.2969,1.0,0.0,0.2667,0.0333,0.2333,Mid Cap
