rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BEAR,RRX,99.81,0.9981,2024-01-12,27.2412,0.7396,0.7239,0.015,0.5677,1.0,0.0,0.0,0.25,-0.25,Mid Cap
2,BEAR,KTOS,99.16,0.9916,2024-01-12,30.0538,-3.6482,0.8306,-0.1158,0.9173,1.0,0.0,0.0,0.0583,-0.0583,Mid Cap
3,BEAR,BIDU,99.1,0.991,2024-01-12,11.0328,-0.8878,0.8729,-0.0525,1.1182,1.0,0.0,0.0,0.5333,-0.5333,Mid Cap
4,BEAR,SHC,98.84,0.9884,2024-01-12,42.8693,0.6104,0.9197,-0.0014,1.0797,1.0,0.0,0.0,0.0833,-0.0833,Mid Cap
5,BEAR,NLY,97.61,0.9761,2024-01-12,33.3262,2.4133,0.738,0.0521,1.4408,1.0,0.0,0.0,0.0333,-0.0333,Mid Cap
6,BEAR,LFUS,97.48,0.9748,2024-01-12,30.1438,-1.0603,0.9744,-0.0318,1.0217,1.0,0.0,0.0,0.8,-0.8,Mid Cap
7,BEAR,UTHR,97.42,0.9742,2024-01-12,22.322,-4.8154,0.9463,-0.1827,0.5321,1.0,0.0,0.1667,0.4,-0.2333,Mid Cap
8,BEAR,BJ,97.16,0.9716,2024-01-12,11.0328,-1.0174,0.7397,-0.033,0.3496,1.0,0.0,0.0,0.5333,-0.5333,Mid Cap
9,BEAR,ONTO,96.97,0.9697,2024-01-12,25.4784,-0.8359,0.858,-0.0329,1.5748,1.0,0.0,0.0,0.0583,-0.0583,Mid Cap
10,BEAR,RYAN,96.9,0.969,2024-01-12,22.636,-3.2473,0.6823,-0.0569,0.397,1.0,0.0,0.0,0.1083,-0.1083,Mid Cap
