rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BULL,OKLO,100.0,1.0,2023-12-07,40.8184,2.4809,0.8082,-0.0294,0.0054,1.0,0.0,0.0,0.0,0.0,Small Cap
2,BULL,PECO,99.1,0.991,2023-12-07,21.3389,3.1202,0.712,-0.0159,0.6571,1.0,0.0,0.6667,0.0,0.6667,Small Cap
3,BULL,AVNS,98.97,0.9897,2023-12-07,19.5639,-0.113,0.7716,-0.077,1.0286,1.0,0.0,0.1167,0.4333,-0.3167,Small Cap
4,BULL,SHEN,98.71,0.9871,2023-12-07,18.9727,-3.1691,0.781,-0.1454,0.2465,1.0,0.0,0.1667,0.0833,0.0833,Small Cap
5,BULL,PDFS,98.32,0.9832,2023-12-07,30.1028,2.3039,0.671,-0.0153,1.3218,1.0,0.0,0.4167,0.5,-0.0833,Small Cap
6,BULL,LKQ,97.93,0.9793,2023-12-07,21.6365,1.4467,0.7535,-0.0621,0.7928,1.0,0.0,0.0,0.325,-0.325,Small Cap
7,BULL,SEM,97.41,0.9741,2023-12-07,17.1888,2.2273,0.768,-0.0135,0.6262,1.0,0.0,0.0,0.325,-0.325,Small Cap
8,BULL,OTTR,97.29,0.9729,2023-12-07,11.4327,0.4129,0.7338,-0.0421,0.6609,1.0,0.0,0.4167,0.0833,0.3333,Small Cap
9,BULL,CNK,96.9,0.969,2023-12-07,21.49,-0.4331,0.8102,-0.0547,0.3278,1.0,0.0,0.0,0.325,-0.325,Small Cap
10,BULL,WKC,96.77,0.9677,2023-12-07,14.9591,1.132,0.7441,0.0584,0.903,1.0,0.0,0.0,0.4,-0.4,Small Cap
