rank,side,ticker,weight_pct,score,date,adx_14,return_20d,vol_contraction,sector_rs_20d,rolling_beta_60d,regime_bull,regime_bear,sdz_htf_score,ssz_htf_score,zone_htf_confluence,cap_tier
1,BEAR,VFC,94.36,0.9436,2023-12-07,16.3012,3.2196,0.7811,0.0623,0.5708,1.0,0.0,0.1083,0.4083,-0.3,Mid Cap
2,BEAR,FFIN,94.07,0.9407,2023-12-07,25.4987,3.8149,1.0,0.0181,1.0501,1.0,0.0,0.1083,0.4083,-0.3,Mid Cap
3,BEAR,NOVT,92.09,0.9209,2023-12-07,24.825,6.8011,0.7432,0.1251,1.2679,1.0,0.0,0.0833,0.4167,-0.3333,Mid Cap
4,BEAR,MTZ,91.97,0.9197,2023-12-07,29.7281,5.5201,0.8393,0.1801,0.8938,1.0,0.0,0.0833,0.4167,-0.3333,Mid Cap
5,BEAR,TRU,91.86,0.9186,2023-12-07,23.5105,6.3361,0.6029,0.1162,1.4314,1.0,0.0,0.0833,0.5,-0.4167,Mid Cap
6,BEAR,PL,91.02,0.9102,2023-12-07,26.5363,3.8495,0.6656,0.0909,1.6839,1.0,0.0,0.0833,0.25,-0.1667,Mid Cap
7,BEAR,UMBF,90.71,0.9071,2023-12-07,37.9653,4.7549,0.8424,0.0243,1.0117,1.0,0.0,0.1333,0.1,0.0333,Mid Cap
8,BEAR,LFUS,90.21,0.9021,2023-12-07,24.3296,2.8116,0.7828,-0.0225,1.0428,1.0,0.0,0.0833,0.4167,-0.3333,Mid Cap
9,BEAR,RVMD,90.18,0.9018,2023-12-07,15.5524,2.6195,0.5181,0.0641,1.5567,1.0,0.0,0.0583,0.2167,-0.1583,Mid Cap
10,BEAR,TKR,88.81,0.8881,2023-12-07,13.8782,2.0991,0.8333,-0.033,0.782,1.0,0.0,0.0833,0.1667,-0.0833,Mid Cap
